trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.16202575093388075}",30,0,-31.517587736024762,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
184,False,"{'a': 0.1, 'e': 0.16041356777517274}",20,10,15.125088470902487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.1, 'e': 0.15881742610692068}",25,0,33.51014295479217,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.1, 'e': 0.1572371663136276}",25,13,9.315498813045515,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.1, 'e': 0.1556726303679973}",20,0,5.035105595927546,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.1, 'e': 0.1541236618151314}",20,2,-5.50804515035405,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.1, 'e': 0.15259010575688386}",20,14,9.00126795358929,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.1, 'e': 0.15107180883637084}",30,14,19.384398766213167,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.1, 'e': 0.14956861922263504}",20,7,20.70241647113472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.1, 'e': 0.14808038659546244}",20,0,13.765934116028493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.1, 'e': 0.14660696213035015}",30,19,18.82152203821658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.14514819848362373}",25,0,9.522770619560784,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.1, 'e': 0.14370394977770293}",30,0,40.52757909807844,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.1, 'e': 0.1422740715865136}",30,20,15.3585048914785,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.1, 'e': 0.140858420921045}",20,0,23.413826427243702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.1, 'e': 0.13945685621505094}",20,11,8.15797716503963,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.1, 'e': 0.13806923731089282}",25,18,14.19723778697455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.1, 'e': 0.13669542544552385}",20,0,-0.8147788473451731,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
201,False,"{'a': 0.1, 'e': 0.1353352832366127}",25,20,8.637998579761138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.1, 'e': 0.13398867466880493}",25,4,28.48971551965093,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.1, 'e': 0.13265546508012172}",20,0,21.68576486900095,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.1, 'e': 0.13133552114849303}",20,0,30.086106099488408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.1, 'e': 0.1300287108784259}",20,10,18.724465076900152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.12873490358780423}",20,4,27.540890411912788,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1, 'e': 0.12745396989482075}",20,0,15.431840942012217,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.1, 'e': 0.12618578170503877}",25,3,34.65009743353572,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.1, 'e': 0.12493021219858241}",25,0,16.878401641630653,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
210,False,"{'a': 0.1, 'e': 0.12368713581745483}",20,0,-0.9018928165018181,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.1, 'e': 0.1224564282529819}",20,0,15.904810217072225,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.1, 'e': 0.12123796643338168}",30,8,36.36827266728611,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.12003162851145673}",25,0,21.05621952398439,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.1, 'e': 0.11883729385240965}",30,5,-45.32417209172526,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",1
215,False,"{'a': 0.1, 'e': 0.11765484302177918}",20,10,18.497643146804762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.1, 'e': 0.11648415777349697}",30,20,17.951880407853146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.11532512103806251}",20,0,28.372325546158944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.1, 'e': 0.1141776169108365}",30,2,-19.988211195626658,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 1}",1
219,False,"{'a': 0.1, 'e': 0.11304153064044985}",25,8,3.1850763508809474,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.1, 'e': 0.11191674861732888}",20,12,-27.77653567804446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.1, 'e': 0.11080315836233387}",25,10,22.339691080983478,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.1, 'e': 0.10970064851551141}",25,0,29.369335442298098,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.1, 'e': 0.10860910882495796}",20,3,1.872426195311023,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.1, 'e': 0.10752843013579495}",30,7,-40.004281824587764,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
225,False,"{'a': 0.1, 'e': 0.1064585043792528}",25,0,31.81377096735771,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.1, 'e': 0.10539922456186433}",35,13,30.029157166840104,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.1, 'e': 0.104350484754765}",20,13,12.558353567130355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.1, 'e': 0.1033121800831002}",30,8,33.514909151591766,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.1, 'e': 0.10228420671553744}",30,8,-4.252926644985024,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.1, 'e': 0.1012664618538834}",30,20,12.216711713519167,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.1, 'e': 0.1002588437228037}",25,16,12.97724507120784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.1, 'e': 0.09926125155964566}",20,0,5.414287971680292,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
233,False,"{'a': 0.1, 'e': 0.09827358560436154}",35,26,17.790886798837075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.1, 'e': 0.09729574708953276}",20,8,20.06215311754931,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.09632763823049303}",30,21,15.609605967348244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.09536916221554961}",25,14,3.0311528265435568,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.09442022319630235}",35,21,22.57552688811108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.09348072627805847}",30,13,-14.131423602652164,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.1, 'e': 0.09255057751034329}",20,12,16.079018242749214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.1, 'e': 0.09162968387750484}",20,1,18.264399747867945,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.09071795328941251}",20,12,16.78538003144581,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.1, 'e': 0.08981529457224763}",25,3,32.70470486226815,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.08892161745938634}",25,0,36.441584315305896,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.1, 'e': 0.08803683258237255}",20,0,26.065420497795614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.1, 'e': 0.0871608514619813}",30,16,27.277727890623286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.0862935864993705}",30,4,10.236058675757734,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.1, 'e': 0.08543495096732123}",30,4,9.3844896209939,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 0}",1
248,False,"{'a': 0.1, 'e': 0.08458485900156469}",30,15,-19.3670799390103,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
249,False,"{'a': 0.1, 'e': 0.08374322559219596}",20,0,16.928105099283723,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.1, 'e': 0.08290996657517266}",25,0,26.179864944213865,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
251,False,"{'a': 0.1, 'e': 0.0820849986238988}",25,14,8.86667323534598,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.1, 'e': 0.08126823924089167}",20,7,21.580683170725926,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.1, 'e': 0.08045960674953244}",20,12,12.732267745418213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.1, 'e': 0.07965902028589801}",25,4,14.39070355053967,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.1, 'e': 0.07886639979067495}",20,0,-7.879543355509227,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
256,False,"{'a': 0.1, 'e': 0.07808166600115313}",25,10,26.11241830701314,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.07730474044329974}",20,0,28.47797387172917,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.1, 'e': 0.07653554542391151}",25,14,16.495848563211993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.1, 'e': 0.07577400402284548}",20,0,29.631283336579337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.1, 'e': 0.07502004008532698}",20,9,19.82941545656935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.07427357821433388}",25,0,11.858757446691742,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.1, 'e': 0.0735345437630571}",30,9,-8.19649852431887,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.1, 'e': 0.07280286282743559}",25,0,36.344547743194504,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.1, 'e': 0.0720784622387661}",20,0,28.88805515172716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.1, 'e': 0.07136126955638605}",30,16,11.603064911160704,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.0706512130604296}",20,14,9.14454558459521,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.06994822174465536}",30,17,26.273650087015415,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.069252225309346}",30,22,16.839665504799314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.06856315415427791}",20,15,2.6591153653352197,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.1, 'e': 0.06788093937176144}",25,3,18.105436614106438,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.06720551273974976}",25,5,9.128613606992028,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.06653680671501686}",30,13,17.072578735771252,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.1, 'e': 0.06587475442640295}",25,3,34.433379073390874,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.06521928966812753}",25,12,21.41600777440979,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.06457034689316847}",25,1,-3.2965640994680423,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.1, 'e': 0.06392786120670757}",35,20,22.317675251024212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.1, 'e': 0.0632917683596407}",20,8,17.629235456040185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.06266200474215315}",30,18,23.43444764335474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.1, 'e': 0.06203850737735829}",30,20,16.088184760572695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.06142121391500013}",20,0,23.628637579947053,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
281,False,"{'a': 0.1, 'e': 0.06081006262521795}",25,0,-9.55290353720353,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
282,False,"{'a': 0.1, 'e': 0.06020499239237354}",20,13,11.343172589862268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.05960594270893937}",20,3,-27.6609246610398,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.1, 'e': 0.05901285366944784}",30,17,6.231548705755553,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.1, 'e': 0.05842566596450083}",25,3,24.003597450350156,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.1, 'e': 0.057844320874838456}",20,11,7.387811764976261,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.05726876026546736}",30,18,26.038791497524382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.0566989265798469}",20,0,-1.4536912898582237,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
289,False,"{'a': 0.1, 'e': 0.056134762834133725}",25,4,33.08716286774788,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.1, 'e': 0.05557621261148306}",25,17,2.404442732924536,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.05502322005640723}",20,11,16.378902241339524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.1, 'e': 0.05447572986918986}",20,7,24.535554357069163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.1, 'e': 0.05393368730035602}",20,5,25.468112605646667,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.053397038145197084}",35,10,38.95215878080014,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.1, 'e': 0.05286572873835037}",30,9,11.48561775745458,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.1, 'e': 0.05233970594843238}",25,0,8.63359690793344,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
297,False,"{'a': 0.1, 'e': 0.05181891717272583}",20,0,25.49621360984968,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.05130331033191911}",25,4,36.046610715116564,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.0507928338648985}",20,0,34.36297201815567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.1, 'e': 0.050287436723591865}",20,5,25.914039555428932,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.049787068367863944}",20,3,21.799315657576493,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.04929167876046215}",25,5,33.792334875546686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.04880121836201296}",30,19,23.14500227491229,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.04831563812606777}",20,12,14.292299787381562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.1, 'e': 0.04783488949419837}",20,10,18.76125652641546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.1, 'e': 0.04735892439114091}",25,2,35.14279882609827,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.1, 'e': 0.046887695219988486}",20,5,19.213427953269722,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.1, 'e': 0.04642115485743125}",25,12,23.610398098968993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.1, 'e': 0.045959256649044204}",20,13,14.955006347379534,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.1, 'e': 0.04550195440462157}",30,12,31.5809786542563,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.0450492023935578}",30,13,31.553443348272694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.044600955340274535}",30,0,19.37332265282942,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
313,False,"{'a': 0.1, 'e': 0.04415716841969286}",30,12,34.577540288997696,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.04371779725275094}",35,9,26.504667286478757,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.1, 'e': 0.043282797901965896}",20,12,1.7684339095826103,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.04285212686704019}",20,14,10.272726390078873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.1, 'e': 0.042425741080511385}",25,5,20.52135426035471,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.04200359790344555}",25,0,35.03284291154546,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.04158565512117316}",25,11,18.17522891489407,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.04117187093906774}",20,0,30.45079650995067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.1, 'e': 0.04076220397836621}",20,0,16.913862673040033,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
322,False,"{'a': 0.1, 'e': 0.04035661327203115}",20,0,2.1701408151997583,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
323,False,"{'a': 0.1, 'e': 0.039955058260653896}",30,14,-13.83234568195609,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.1, 'e': 0.039557498788398725}",25,14,22.790617868837874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.1, 'e': 0.039163895098987066}",25,2,33.10343480900247,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.03877420783172201}",30,8,34.22757166726255,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.038388398017552054}",25,10,26.83077812248032,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.038006427075174314}",20,0,26.997918438689663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.1, 'e': 0.0376282568071762}",20,0,-12.755434042211538,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
330,False,"{'a': 0.1, 'e': 0.03725384939621581}",20,6,24.51876555106484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.036883167401239994}",25,15,17.911352064074823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.0365161737537404}",20,0,26.748494963814007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.1, 'e': 0.03615283175404641}",25,15,22.180779383807792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.0357931050676553}",20,8,22.64506640258177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.03543695772159864}",20,13,13.194008502990274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.035084354100845025}",30,6,40.77422219517469,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.03473525894473856}",20,9,-25.488652089875483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.1, 'e': 0.03438963734347271}",25,13,20.733718363103556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.1, 'e': 0.034047454734599344}",20,9,19.305607019135785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.033708676899572396}",30,12,33.52494143588694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.03337326996032608}",25,0,34.199912899668305,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.1, 'e': 0.03304120037588693}",20,14,11.785775888283132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.1, 'e': 0.03271243493901982}",35,15,37.28702407335755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.1, 'e': 0.03238694077290704}",20,12,16.632679491441202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.03206468532786077}",25,2,37.28280014802508,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.03174563637806794}",20,4,24.872721873136964,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.03142976201836771}",20,6,26.017224859731645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.1, 'e': 0.03111703066106086}",25,15,10.875172664420628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.1, 'e': 0.030807411032751076}",30,12,28.668890191568465,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.030500872171217483}",25,14,24.20557092036135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.0301973834223185}",25,19,11.323345936910789,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.029896914436926308}",30,11,30.453644565588444,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.029599435167892}",20,0,27.26661133066105,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.1, 'e': 0.029304915867040746}",20,6,25.477133363681173,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.029013327082197053}",20,0,30.650767441251062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.028724639654239423}",25,10,16.887650485512893,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.028438824714184505}",20,14,9.461167871573073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.028155853680300096}",25,0,38.423198435946176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.1, 'e': 0.027875698255247015}",25,12,19.14053206903537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.027598330423249287}",25,3,32.712230045317085,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.02732372244729256}",20,2,36.55357072561097,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.027051846866350416}",25,13,20.473793646073197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.026782676492638175}",25,10,26.05542771749084,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.02651618440889418}",25,18,13.792452188566452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.02625234396568796}",25,16,14.965609436486318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.025991128778755347}",20,16,5.907907427947378,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.1, 'e': 0.02573251272635994}",20,6,22.108834322752603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
